gill-color,gill-size,spore-print-color,stalk-surface-above-ring,is_poisonous,height
g,b,h,k,1,6.9
p,b,h,k,1,7.0
h,b,h,k,1,4.2
h,b,h,k,1,4.8
u,b,n,s,0,4.1
h,b,h,k,1,3.2
h,b,h,k,1,5.2
p,b,h,k,1,5.3
u,n,n,s,1,7.0
u,n,n,s,1,4.6
p,b,h,k,1,5.7
h,b,h,s,1,5.4
h,b,h,k,1,6.8
n,b,k,s,0,3.8
p,b,h,k,1,4.3
p,b,k,s,0,6.0
p,b,h,k,1,3.7
n,b,k,s,0,2.4
w,b,k,s,0,6.9
g,b,h,k,1,8.2
h,b,h,k,1,5.6
w,b,n,s,0,4.7
p,b,h,k,1,4.9
w,b,k,s,0,3.7
w,b,k,s,0,6.4
w,b,n,s,0,5.1
g,b,h,k,1,5.2
u,b,k,s,0,4.7
p,b,h,k,1,4.1
p,b,h,k,1,5.0
p,b,h,k,1,5.9
g,b,h,k,1,4.9
p,b,h,k,1,4.2
u,b,n,s,0,3.9
u,b,n,s,0,3.3
g,b,h,k,1,4.9
h,b,h,k,1,6.7
p,b,h,k,1,7.0
b,n,w,k,1,5.0
h,b,h,k,1,3.7
g,b,h,k,1,3.5
u,n,n,s,1,3.3
p,b,h,k,1,6.4
p,b,h,s,1,6.1
p,b,h,k,1,5.6
p,b,h,k,1,4.0
u,n,k,s,1,6.4
h,b,h,k,1,6.1
w,b,k,s,0,4.3
h,b,h,k,1,2.9
p,b,h,k,1,6.6
p,b,h,k,1,4.9
p,b,h,k,1,5.2
h,b,h,k,1,4.5
u,b,k,s,0,6.6
p,b,h,k,1,6.1
u,b,n,s,0,4.1
h,b,h,k,1,6.0
p,b,h,k,1,6.0
g,b,h,k,1,4.8
u,n,k,s,1,6.1
h,b,h,k,1,5.6
p,b,k,s,0,5.5
u,n,k,s,1,5.7
p,b,h,k,1,5.7
p,b,h,k,1,5.3
u,n,n,s,1,4.9
p,b,h,k,1,5.0
h,b,h,k,1,5.7
p,b,k,s,0,3.9
g,b,h,k,1,8.1
g,b,h,k,1,3.7
g,n,n,s,1,6.0
u,n,k,s,1,4.5
n,b,n,s,0,5.5
h,b,h,k,1,6.5
n,b,n,s,0,6.0
p,b,k,s,0,6.4
p,b,h,k,1,3.8
p,b,h,k,1,5.7
g,b,h,k,1,3.7
g,b,h,k,1,5.6
g,b,h,k,1,5.2
w,b,n,s,0,4.7
p,b,h,k,1,5.2
h,b,h,k,1,6.5
p,b,h,k,1,3.8
p,b,h,k,1,5.4
u,b,n,s,0,5.1
p,b,n,s,0,4.4
h,b,h,k,1,6.5
h,n,h,s,0,4.8
u,b,n,s,0,3.8
p,b,h,k,1,5.1
g,b,h,k,1,5.6
g,b,h,k,1,4.2
p,b,h,k,1,5.4
g,b,h,k,1,4.3
g,b,h,k,1,5.4
h,b,h,k,1,4.0
p,b,h,k,1,5.0
h,b,h,k,1,5.0
u,b,n,s,0,6.3
h,b,h,k,1,4.1
p,b,n,s,0,4.8
p,b,h,k,1,7.0
h,b,h,k,1,3.9
n,b,n,s,0,4.3
w,b,k,s,0,5.8
p,b,h,k,1,5.9
w,b,k,s,0,5.3
p,b,n,s,0,5.5
h,b,h,k,1,4.8
u,n,k,s,1,4.7
p,b,h,k,1,3.8
b,n,w,k,1,5.5
p,b,h,k,1,7.4
p,b,h,k,1,3.9
u,b,n,s,0,4.9
b,n,w,s,1,5.3
n,b,n,s,0,4.2
g,b,r,s,1,4.8
w,b,k,s,0,5.7
p,b,h,k,1,6.2
w,b,k,s,0,4.4
p,b,h,k,1,3.5
g,b,h,k,1,6.4
g,b,h,k,1,6.0
u,b,n,s,0,3.6
p,b,h,k,1,4.9
g,b,h,k,1,3.8
g,b,h,k,1,4.2
g,b,h,k,1,4.0
p,b,h,k,1,4.8
h,b,h,k,1,5.1
p,b,h,k,1,4.6
u,b,k,s,0,5.2
g,b,h,k,1,4.5
h,b,h,k,1,6.2
u,b,k,s,0,5.7
g,b,h,k,1,5.1
h,b,h,k,1,4.5
p,b,k,s,0,4.2
p,b,h,k,1,4.7
p,b,k,s,0,7.0
g,b,h,k,1,4.3
h,b,h,k,1,4.9
p,b,h,k,1,6.1
g,n,k,s,1,3.8
w,b,k,s,0,4.8
g,b,h,k,1,5.8
h,b,h,k,1,4.3
h,b,h,k,1,4.0
w,b,k,s,0,5.6
p,b,h,k,1,4.8
g,b,h,k,1,6.3
w,b,n,s,0,5.6
w,b,k,s,0,3.3
p,b,h,f,1,3.8
g,b,h,k,1,5.9
g,b,h,k,1,3.9
g,b,h,k,1,2.1
h,b,h,k,1,6.9
p,b,h,k,1,5.3
p,b,h,k,1,6.8
w,b,n,s,0,4.4
h,b,h,k,1,2.4
p,b,h,k,1,3.4
p,b,h,k,1,4.7
p,b,n,s,0,5.1
p,b,n,s,0,5.1
n,b,n,s,0,5.4
h,b,h,k,1,5.2
h,b,h,k,1,5.0
u,b,k,s,0,5.9
g,b,h,k,1,2.8
u,b,n,s,0,5.9
p,b,h,k,1,5.5
p,b,h,k,1,4.3
p,b,h,k,1,6.4
w,n,w,f,0,5.3
h,b,h,k,1,5.7
p,b,h,k,1,6.1
h,b,h,k,1,7.2
p,b,h,k,1,5.9
w,b,h,f,1,6.8
h,b,h,k,1,5.5
p,b,h,k,1,4.6
g,b,h,k,1,6.3
h,b,h,k,1,6.4
g,b,h,k,1,3.8
w,b,k,s,0,4.9
p,b,h,k,1,5.0
h,b,h,k,1,5.7
u,b,k,s,0,3.7
h,b,h,k,1,5.8
h,b,h,k,1,4.4
g,b,h,k,1,4.4
w,b,k,s,0,3.8
g,b,h,k,1,5.2
g,b,h,k,1,5.9
p,b,n,s,0,5.5
u,b,n,s,0,6.2
h,b,h,k,1,5.9
h,b,h,k,1,5.0
h,b,h,k,1,4.2
g,b,h,k,1,5.9
h,b,h,k,1,5.0
p,b,h,k,1,3.6
w,b,h,f,1,5.1
u,b,n,s,0,4.0
b,n,w,k,1,3.2
n,b,n,s,0,4.2
n,n,k,s,1,4.2
n,n,n,s,1,5.6
b,n,w,s,1,4.4
g,b,h,k,1,5.4
g,b,h,k,1,5.5
w,b,h,s,1,5.6
h,b,h,k,1,4.5
p,b,h,k,1,7.0
g,b,h,k,1,5.5
h,b,h,k,1,6.1
h,b,h,k,1,5.4
g,b,h,k,1,6.4
h,b,h,k,1,5.9
p,b,h,k,1,4.7
p,b,h,k,1,4.8
h,b,h,k,1,6.6
g,b,h,k,1,4.4
p,b,h,k,1,5.4
h,b,h,s,1,3.9
h,b,h,k,1,4.0
p,b,h,k,1,4.8
p,b,h,k,1,6.1
p,b,h,k,1,4.4
g,b,h,k,1,6.1
h,b,h,k,1,4.1
p,b,h,k,1,6.0
p,b,n,s,0,6.1
h,b,h,k,1,6.0
h,b,h,k,1,4.2
h,b,h,k,1,3.9
g,b,h,k,1,4.2
g,b,h,k,1,7.1
h,b,h,k,1,6.8
p,b,h,k,1,4.4
p,b,h,f,1,4.4
h,b,h,k,1,5.9
p,b,h,k,1,7.0
h,b,h,k,1,7.1
p,b,h,k,1,4.8
h,b,h,k,1,4.7
g,b,h,k,1,4.3
p,b,h,k,1,3.1
h,b,h,k,1,5.1
g,b,h,k,1,4.5
p,b,h,k,1,4.3
p,b,h,k,1,4.3
g,b,h,k,1,4.9
h,b,h,f,1,4.5
p,b,h,k,1,6.2
p,b,h,f,1,4.2
h,b,h,k,1,5.5
p,b,h,k,1,4.8
g,b,h,k,1,4.2
p,b,h,k,1,6.0
g,b,h,k,1,3.6
u,b,n,s,0,5.4
h,b,h,k,1,5.5
h,b,h,k,1,4.5
h,b,h,k,1,4.2
h,b,h,k,1,4.3
g,b,h,k,1,5.2
h,b,h,k,1,4.6
g,b,h,k,1,5.8
g,b,h,k,1,4.4
p,n,k,s,1,5.6
g,b,h,k,1,5.1
g,b,h,k,1,4.1
h,b,h,k,1,4.9
g,b,h,k,1,5.0
g,b,h,k,1,4.3
h,b,h,k,1,4.4
h,b,h,k,1,6.8
g,b,h,k,1,4.9
h,b,h,k,1,5.2
g,b,h,k,1,4.7
g,b,h,k,1,5.6
p,b,h,k,1,5.5
h,b,h,k,1,4.3
w,n,w,f,0,5.6
p,b,h,k,1,4.9
h,b,h,k,1,6.1
p,b,h,k,1,5.9
h,b,h,k,1,4.5
h,b,h,k,1,5.4
p,b,h,k,1,4.8
e,b,w,s,0,3.5
p,b,h,k,1,5.1
g,b,h,k,1,4.8
p,b,h,k,1,6.2
g,b,h,k,1,3.5
g,b,h,k,1,4.9
h,b,h,k,1,4.8
h,b,h,k,1,5.9
e,b,w,s,0,4.4
p,b,h,k,1,4.4
p,b,h,k,1,4.5
h,b,h,k,1,6.5
p,b,h,k,1,3.5
h,b,h,k,1,5.9
p,b,h,k,1,5.9
g,b,h,k,1,4.3
g,b,h,k,1,7.7
h,b,h,k,1,3.4
g,b,h,k,1,5.3
g,b,h,k,1,4.5
g,b,h,k,1,3.8
h,b,h,k,1,4.6
w,b,n,s,0,5.5
h,b,h,k,1,4.7
g,b,h,k,1,6.3
g,b,h,k,1,3.4
p,b,h,k,1,3.6
p,b,h,k,1,3.9
g,b,h,k,1,6.1
p,b,h,k,1,5.1
g,b,h,k,1,5.3
p,b,h,k,1,4.0
p,b,h,k,1,3.4
h,b,h,k,1,6.0
h,b,h,k,1,4.9
g,b,h,k,1,3.1
h,b,h,k,1,4.5
h,b,h,k,1,2.8
p,b,h,k,1,5.7
g,b,h,k,1,5.2
p,b,h,k,1,5.2
h,b,h,k,1,6.5
p,b,h,k,1,4.7
p,n,h,s,0,3.7
p,b,h,k,1,5.5
g,b,h,k,1,4.4
b,n,w,k,1,2.5
h,b,h,k,1,5.4
w,n,w,k,1,5.0
p,b,h,k,1,5.1
h,b,h,k,1,3.9
h,b,h,k,1,4.7
g,b,h,k,1,4.7
p,b,h,k,1,3.8
g,b,h,k,1,6.3
g,b,h,k,1,4.4
p,b,h,k,1,3.8
g,b,h,k,1,4.4
w,b,k,s,0,6.4
h,b,h,k,1,5.5
h,b,h,k,1,5.7
g,b,h,k,1,4.3
p,b,h,k,1,7.2
h,b,h,k,1,2.6
h,b,h,k,1,4.8
g,b,h,k,1,5.6
w,b,h,s,1,6.1
p,b,h,k,1,5.9
g,b,h,k,1,5.4
g,b,h,k,1,4.0
g,b,h,k,1,4.8
p,b,h,k,1,6.6
h,b,h,k,1,5.1
p,b,h,k,1,5.3
e,b,w,s,0,3.2
g,b,h,k,1,4.6
p,b,h,k,1,4.5
g,b,h,k,1,2.8
g,b,h,k,1,3.0
g,b,h,k,1,4.5
h,b,h,k,1,3.7
w,n,w,s,1,5.5
h,b,h,s,1,6.7
p,b,h,k,1,3.9
g,b,h,k,1,5.3
g,b,h,k,1,3.8
p,b,h,k,1,4.9
g,b,h,k,1,5.8
h,b,h,k,1,5.6
p,b,h,k,1,3.5
p,b,h,k,1,6.0
w,b,h,f,1,4.1
n,b,n,s,0,3.7
b,n,w,s,1,3.4
p,b,h,k,1,5.2
g,b,h,k,1,4.5
n,b,k,s,0,7.1
e,b,w,s,0,4.4
h,b,h,k,1,5.2
g,b,h,k,1,5.7
h,b,h,k,1,5.5
p,b,h,k,1,5.2
g,b,h,k,1,5.2
p,b,h,k,1,4.0
p,b,h,k,1,4.1
p,b,h,k,1,5.6
h,b,h,k,1,5.5
g,b,h,k,1,5.3
h,b,h,k,1,4.2
h,b,h,k,1,5.9
g,b,h,k,1,4.2
h,b,h,k,1,3.4
p,b,h,k,1,4.7
h,n,h,s,0,4.3
g,b,h,k,1,6.0
g,b,h,k,1,3.9
h,b,h,k,1,4.7
h,b,h,k,1,5.3
h,b,h,k,1,3.3
h,b,h,k,1,5.6
p,b,h,k,1,7.5
h,b,h,k,1,6.0
h,b,h,k,1,4.3
h,b,h,k,1,3.7
g,b,h,k,1,5.4
g,b,h,k,1,4.8
g,b,h,k,1,4.3
u,b,n,s,0,4.4
h,b,h,s,1,6.2
g,b,h,k,1,4.3
h,b,h,k,1,5.1
p,b,h,k,1,4.2
p,b,h,k,1,4.6
h,b,h,k,1,6.1
u,b,k,s,0,3.2
h,b,h,k,1,4.8
e,b,w,s,0,4.3
p,b,h,k,1,7.3
p,b,h,k,1,4.9
h,b,h,k,1,5.6
g,b,h,k,1,5.2
n,b,k,s,0,5.5
p,b,h,k,1,5.2
p,b,h,k,1,4.2
h,b,h,k,1,4.1
p,b,h,k,1,4.8
b,n,w,k,1,5.3
p,b,h,k,1,3.9
h,b,h,k,1,5.0
g,b,h,k,1,3.4
g,b,h,k,1,4.7
p,b,h,k,1,5.6
h,b,h,k,1,7.2
h,b,h,k,1,6.6
g,b,h,k,1,4.2
p,n,k,s,1,5.1
g,b,h,k,1,2.6
h,b,h,f,1,4.0
p,b,h,k,1,5.3
p,b,h,k,1,4.0
h,b,h,k,1,4.9
u,b,k,s,0,5.1
g,b,h,k,1,4.8
h,b,h,k,1,5.2
h,b,h,k,1,5.2
h,b,h,k,1,5.5
p,b,h,k,1,4.5
p,b,h,k,1,4.8
n,b,n,s,0,4.9
g,b,h,k,1,4.7
g,b,h,k,1,6.0
p,b,h,k,1,5.1
p,b,h,k,1,3.9
g,b,h,k,1,4.4
h,b,h,k,1,4.6
h,b,h,k,1,6.0
e,b,w,s,0,4.8
p,b,h,k,1,4.4
b,n,w,s,1,3.8
p,b,h,k,1,5.9
g,b,h,k,1,4.2
h,b,h,k,1,5.5
g,b,h,k,1,3.7
h,b,h,k,1,4.5
h,b,h,k,1,5.8
g,b,h,k,1,5.4
p,b,h,f,1,4.1
g,b,h,k,1,6.2
g,b,h,k,1,4.7
p,b,h,k,1,5.5
g,b,h,k,1,5.5
h,b,h,k,1,6.3
h,b,h,k,1,2.7
p,b,h,k,1,4.9
p,b,h,k,1,3.8
h,b,h,k,1,4.6
h,b,h,k,1,2.8
p,b,k,s,0,4.8
h,b,h,k,1,4.7
g,b,h,k,1,5.0
h,b,h,k,1,5.4
g,b,h,k,1,5.4
g,b,h,k,1,5.6
g,b,h,k,1,4.8
p,b,h,k,1,5.9
p,b,h,k,1,4.1
h,b,h,k,1,3.0
g,b,h,k,1,4.9
w,n,w,s,0,5.0
h,b,h,k,1,4.7
p,b,h,k,1,4.3
w,n,w,k,1,6.7
h,b,h,k,1,4.1
p,b,h,f,1,5.3
e,b,w,s,0,5.9
b,n,w,s,1,5.3
u,n,k,s,1,5.2
g,b,h,k,1,4.9
h,b,h,k,1,3.7
g,b,h,k,1,5.9
p,b,h,k,1,5.0
p,b,h,k,1,4.6
p,b,h,k,1,6.3
g,b,h,k,1,5.0
h,b,h,k,1,5.7
g,b,h,k,1,5.3
p,b,h,k,1,5.9
p,b,h,k,1,5.5
p,b,h,k,1,4.8
h,b,h,k,1,5.6
h,b,h,k,1,4.3
h,b,h,k,1,4.9
h,b,h,k,1,4.2
h,b,h,k,1,5.9
p,b,h,k,1,3.9
g,b,h,k,1,5.6
w,b,w,s,0,3.5
g,b,h,k,1,5.2
g,b,h,k,1,5.3
b,n,w,s,1,3.3
g,b,h,k,1,4.4
h,b,h,k,1,4.1
p,b,h,k,1,5.7
g,b,h,k,1,6.1
g,b,h,k,1,6.7
h,b,h,k,1,6.6
h,b,h,k,1,4.0
g,b,h,k,1,6.9
h,b,h,k,1,6.7
p,b,h,k,1,3.2
h,n,h,s,0,6.8
e,b,w,s,0,4.4
h,b,h,k,1,4.4
g,b,h,k,1,5.0
g,b,h,k,1,5.2
p,b,h,k,1,3.5
h,b,h,k,1,3.8
h,b,h,k,1,5.8
p,b,h,k,1,4.8
g,b,h,k,1,6.5
h,b,h,k,1,5.5
p,b,h,k,1,5.1
h,b,h,k,1,3.8
h,b,h,k,1,5.1
h,b,h,k,1,5.7
w,b,h,s,1,3.2
g,b,r,s,1,4.8
p,b,h,k,1,4.3
p,b,h,k,1,5.9
g,b,h,k,1,4.2
h,b,h,k,1,5.5
g,b,h,k,1,4.1
g,b,h,k,1,5.7
u,b,n,s,0,5.5
u,n,h,s,0,6.6
h,b,h,k,1,3.5
p,b,h,k,1,4.5
p,b,h,k,1,4.0
p,b,h,k,1,5.2
h,b,h,k,1,6.8
p,b,h,k,1,4.8
g,b,h,k,1,3.1
h,b,h,k,1,4.5
g,b,h,k,1,5.0
p,b,h,k,1,4.6
g,b,h,k,1,4.5
g,b,h,k,1,6.5
w,b,n,s,0,6.4
h,b,h,k,1,4.6
g,b,h,k,1,4.7
g,b,h,k,1,5.1
g,b,h,k,1,3.6
p,b,h,k,1,5.9
p,b,h,k,1,5.3
p,b,h,k,1,4.4
h,b,h,k,1,4.5
h,b,h,k,1,4.3
h,b,h,k,1,3.6
p,b,h,k,1,5.8
p,b,h,k,1,4.9
g,n,n,s,1,5.6
p,b,h,k,1,5.7
h,b,h,k,1,6.0
p,b,h,k,1,5.4
p,b,h,k,1,4.2
h,b,h,k,1,5.4
g,b,h,k,1,4.0
g,b,h,k,1,4.1
g,b,h,k,1,5.1
p,b,h,k,1,4.1
h,b,h,k,1,5.2
h,b,h,k,1,6.6
g,b,h,k,1,5.7
p,b,h,k,1,4.9
g,b,h,k,1,4.8
p,b,h,k,1,3.8
h,b,h,k,1,7.5
p,b,h,k,1,4.5
g,b,h,k,1,5.9
p,b,h,k,1,6.5
h,b,h,k,1,6.0
g,b,h,k,1,5.2
g,b,h,k,1,4.1
p,b,h,k,1,3.2
h,b,h,k,1,5.4
h,b,h,k,1,4.5
g,b,h,k,1,5.2
b,n,w,s,1,3.3
w,b,w,s,0,6.2
h,b,h,k,1,3.9
h,b,h,k,1,6.0
p,b,h,k,1,4.8
p,b,h,k,1,6.4
p,b,h,k,1,4.0
p,b,h,k,1,3.1
p,b,h,k,1,5.0
p,b,h,k,1,5.7
p,b,h,k,1,5.1
g,b,h,k,1,4.2
h,b,h,k,1,5.2
h,b,h,k,1,4.9
g,b,h,k,1,4.8
g,b,h,k,1,5.2
h,b,h,k,1,4.8
g,b,h,k,1,4.8
u,n,k,s,1,4.5
w,b,h,f,1,5.7
w,b,k,s,0,4.2
g,b,h,k,1,4.5
p,b,h,k,1,6.0
g,b,h,k,1,4.7
u,b,k,s,0,3.8
p,b,h,k,1,6.7
p,b,h,k,1,4.0
p,b,h,k,1,5.6
h,b,h,k,1,3.9
h,b,h,k,1,5.5
h,b,h,k,1,7.1
w,b,h,s,1,6.3
p,b,h,k,1,5.7
g,b,h,k,1,4.9
g,b,h,k,1,6.9
p,b,h,k,1,2.4
p,b,h,k,1,5.0
h,n,h,s,0,4.7
h,b,h,k,1,7.1
p,b,h,k,1,6.8
h,b,h,k,1,4.9
g,b,h,k,1,4.0
n,b,n,s,0,5.5
h,b,h,k,1,4.7
h,b,h,k,1,5.5
h,b,h,k,1,4.5
p,b,h,k,1,5.6
h,b,h,k,1,5.2
g,b,h,k,1,4.2
g,b,h,k,1,3.1
g,b,h,k,1,4.4
h,b,h,f,1,4.4
w,b,w,s,0,6.7
w,n,h,s,0,4.5
p,b,h,k,1,3.9
p,b,h,k,1,6.3
p,b,h,k,1,2.6
h,b,h,k,1,3.2
g,b,h,k,1,4.5
h,b,h,k,1,4.3
p,b,h,k,1,3.3
h,b,h,k,1,5.9
g,b,h,k,1,4.3
w,b,w,s,0,5.1
h,b,h,k,1,5.4
g,b,h,k,1,4.0
g,b,h,k,1,2.9
g,b,h,k,1,4.0
p,b,h,k,1,4.8
g,b,h,k,1,5.0
g,b,h,k,1,6.0
p,b,h,k,1,4.8
g,b,h,k,1,4.6
g,b,h,k,1,3.4
p,b,h,k,1,7.5
h,b,h,k,1,7.0
p,b,h,k,1,6.6
h,b,h,k,1,3.7
p,b,h,k,1,4.9
h,b,h,k,1,5.3
h,b,h,k,1,4.1
p,b,h,k,1,3.9
g,b,h,k,1,5.2
p,b,h,k,1,5.8
h,b,h,k,1,5.7
h,b,h,k,1,4.6
n,b,n,s,0,5.6
h,b,h,k,1,3.2
h,b,h,k,1,5.9
h,b,h,f,1,4.8
h,b,h,k,1,5.0
p,b,h,k,1,4.0
g,n,k,s,1,4.7
g,b,h,k,1,5.4
h,b,h,f,1,6.1
h,b,h,k,1,4.8
h,b,h,k,1,6.2
g,b,h,k,1,4.7
w,b,r,s,1,4.2
p,b,h,f,1,6.0
g,b,h,k,1,3.7
h,b,h,k,1,5.4
p,b,h,k,1,6.2
g,b,h,k,1,4.6
g,b,h,k,1,4.7
h,b,h,k,1,4.8
h,b,h,k,1,4.0
u,n,h,s,0,5.4
g,b,h,k,1,4.1
w,b,n,s,0,4.9
g,b,h,k,1,3.8
g,b,h,k,1,4.9
b,n,w,k,1,4.7
g,b,h,k,1,3.1
p,b,h,k,1,6.5
p,b,h,k,1,5.8
g,b,h,k,1,4.1
h,b,h,k,1,3.0
h,b,h,k,1,5.4
h,b,h,k,1,6.6
g,b,h,k,1,5.1
h,b,h,k,1,3.0
n,b,n,s,0,7.1
g,b,h,k,1,5.3
w,b,k,s,0,4.6
h,b,h,k,1,4.8
h,b,h,k,1,4.9
h,b,h,k,1,3.6
p,b,h,k,1,3.4
h,b,h,k,1,7.1
p,b,h,k,1,5.5
p,b,h,k,1,4.9
g,b,h,k,1,4.4
g,b,h,k,1,5.4
h,b,h,k,1,6.4
g,b,h,k,1,5.9
g,b,h,k,1,5.5
g,b,h,k,1,4.3
g,b,h,k,1,4.5
p,n,k,s,1,5.1
g,b,h,k,1,6.6
h,b,h,k,1,4.4
p,b,h,k,1,4.9
h,b,h,k,1,6.4
h,b,h,k,1,4.8
g,b,h,k,1,4.7
g,b,h,k,1,4.5
g,b,h,k,1,5.0
p,b,h,k,1,5.7
p,b,h,k,1,2.2
h,b,h,k,1,4.5
g,b,h,k,1,6.0
p,b,h,k,1,3.7
g,b,h,k,1,6.1
g,b,h,k,1,6.0
g,b,h,k,1,4.7
p,b,h,k,1,7.5
g,b,h,k,1,3.3
p,b,h,k,1,6.2
h,b,h,k,1,5.2
h,b,h,k,1,7.1
g,b,h,k,1,4.8
p,b,h,k,1,5.0
h,b,h,k,1,4.4
h,b,h,k,1,6.8
p,b,h,k,1,4.7
p,b,h,k,1,6.8
e,b,w,s,0,6.1
p,b,h,k,1,4.4
g,n,k,s,1,4.8
h,b,h,k,1,6.2
g,b,h,k,1,5.6
p,b,h,k,1,5.4
p,b,n,s,0,2.8
g,b,h,k,1,4.8
p,b,h,k,1,4.4
h,b,h,k,1,5.4
p,b,h,k,1,5.0
n,b,n,s,0,4.4
h,b,h,k,1,4.3
h,b,h,k,1,6.4
h,b,h,k,1,4.2
h,b,h,k,1,4.4
h,b,h,k,1,4.4
h,b,h,k,1,4.8
h,b,h,k,1,3.3
p,b,h,k,1,4.3
g,b,h,k,1,5.0
g,b,h,k,1,6.5
u,b,n,s,0,5.2
h,b,h,f,1,5.9
b,n,w,s,1,6.7
p,b,h,s,1,4.6
g,b,h,k,1,4.0
g,b,h,k,1,6.5
p,b,h,k,1,6.1
e,b,w,s,0,4.2
p,b,h,k,1,4.4
h,b,h,k,1,4.3
g,b,h,k,1,5.5
p,b,h,k,1,4.4
p,b,h,k,1,4.0
e,b,w,s,0,4.8
p,b,h,k,1,5.5
w,n,w,k,1,3.6
g,b,h,k,1,6.4
h,b,h,k,1,5.0
b,n,w,s,1,3.1
h,b,h,k,1,4.3
g,b,h,k,1,5.4
w,b,h,f,1,4.2
g,b,h,k,1,2.5
h,b,h,k,1,5.0
h,b,h,k,1,5.7
w,b,w,s,0,4.3
g,b,h,k,1,6.2
w,n,w,k,1,4.1
p,b,h,k,1,4.9
p,b,h,f,1,4.8
h,b,h,k,1,5.9
p,b,h,k,1,6.5
e,b,w,s,0,6.4
p,b,h,k,1,5.3
g,b,h,k,1,6.8
w,n,w,f,0,3.8
p,n,n,s,1,5.1
g,b,h,k,1,4.7
g,b,h,k,1,5.8
g,b,h,k,1,6.0
p,b,h,k,1,6.0
g,b,r,s,1,5.3
h,b,h,f,1,5.6
n,b,n,s,0,3.7
g,b,r,s,1,6.2
w,b,w,s,0,4.0
p,b,h,f,1,5.5
w,b,w,s,0,3.9
h,b,h,k,1,4.4
h,b,h,f,1,3.4
h,b,h,k,1,4.0
h,b,h,k,1,4.8
p,b,h,k,1,4.7
g,b,h,k,1,5.0
h,b,h,k,1,6.2
h,b,h,k,1,4.6
g,b,h,k,1,3.7
g,b,h,k,1,5.9
p,b,h,k,1,6.3
w,b,w,s,0,5.6
e,b,w,s,0,4.8
w,b,w,s,0,4.2
g,b,h,k,1,5.0
u,b,n,s,0,5.7
p,b,h,k,1,3.9
h,b,h,k,1,6.7
p,b,h,f,1,5.8
p,b,h,k,1,4.7
h,b,h,k,1,6.9
p,b,h,k,1,6.6
b,n,w,k,1,5.5
h,b,h,k,1,6.0
e,b,w,s,0,6.2
p,b,k,s,0,2.5
g,b,h,k,1,4.4
h,b,h,k,1,5.3
p,b,h,k,1,4.7
n,b,n,s,0,6.1
h,b,h,k,1,4.1
p,b,h,k,1,5.5
p,b,h,k,1,5.8
g,b,h,k,1,4.7
h,b,h,k,1,5.3
w,b,r,s,1,3.5
p,b,h,k,1,5.5
b,n,w,k,1,5.6
g,b,h,k,1,3.8
g,b,h,k,1,3.9
g,b,h,k,1,6.1
e,b,w,s,0,6.2
h,b,h,s,1,5.3
h,b,h,k,1,5.3
h,b,h,k,1,6.1
p,b,h,k,1,5.9
w,b,h,f,1,5.3
g,n,k,s,1,6.2
g,b,h,k,1,5.6
p,b,h,k,1,6.4
h,b,h,k,1,7.0
p,n,h,s,0,5.3
h,n,h,s,0,3.1
h,b,h,k,1,6.6
h,b,h,k,1,5.3
p,b,h,k,1,4.7
b,n,w,k,1,6.3
b,n,w,k,1,4.9
h,b,h,k,1,4.0
g,b,h,k,1,4.5
h,b,h,k,1,5.1
g,b,h,k,1,4.9
g,b,h,k,1,5.0
h,b,h,k,1,6.3
w,b,w,s,0,4.3
h,b,h,k,1,5.5
h,b,h,k,1,5.5
p,b,h,f,1,4.3
p,b,h,k,1,5.2
h,b,h,k,1,4.1
p,b,h,k,1,5.5
h,b,h,f,1,2.8
p,b,h,k,1,2.8
h,b,h,k,1,5.3
n,n,k,s,1,5.5
p,b,h,k,1,4.4
u,b,n,s,0,4.2
g,b,h,k,1,4.8
p,b,h,k,1,3.8
e,b,w,s,0,3.5
h,b,h,k,1,6.3
g,b,h,k,1,5.1
g,b,h,k,1,4.0
w,n,w,s,0,5.4
e,b,w,s,0,5.4
g,b,h,k,1,4.9
g,b,h,k,1,4.9
h,b,h,f,1,4.9
g,b,h,k,1,5.7
p,b,h,k,1,5.6
p,b,h,k,1,5.0
b,n,w,s,1,4.8
w,b,w,s,0,4.7
g,b,h,k,1,5.2
g,b,h,k,1,4.6
h,b,h,k,1,5.6
g,b,h,k,1,4.7
h,b,h,k,1,4.9
w,b,w,s,0,3.7
w,n,w,k,1,6.0
g,b,h,k,1,3.0
h,b,h,k,1,5.7
h,b,h,k,1,6.1
w,b,h,f,1,6.0
w,b,w,s,0,4.2
w,b,h,f,1,6.6
g,b,h,k,1,4.5
g,b,h,k,1,4.7
h,b,h,k,1,5.8
g,b,h,k,1,4.0
p,b,h,k,1,4.0
h,b,h,s,1,5.5
g,b,h,k,1,3.4
h,b,h,k,1,6.1
p,b,h,k,1,6.2
h,b,h,k,1,4.4
p,b,h,s,1,5.2
w,b,w,s,0,4.8
w,b,w,s,0,4.7
e,b,w,s,0,4.1
g,b,r,s,1,4.0
p,b,h,k,1,3.9
h,b,h,k,1,4.0
g,b,h,k,1,2.4
p,b,h,k,1,4.8
p,b,h,k,1,3.3
p,b,h,k,1,4.5
h,b,h,k,1,3.7
h,b,h,k,1,5.3
p,b,h,k,1,6.6
p,b,h,k,1,5.4
p,b,h,k,1,6.4
h,b,h,k,1,4.7
g,b,h,k,1,5.2
g,b,h,k,1,4.9
